,Tweet,target,tokenized_tweet,cleaned_tweet
7083,رغدة تونس مااحلاها,1,رغدة تونس مااحلاها,"['رغدة', 'تونس', 'مااحلاها']"
7084,هههههههه هوما بيدهم شعب منافق,-1,هههههههه هوما بيدهم شعب منافق,"['ههه', 'هوما', 'بيدهم', 'شعب', 'منافق']"
7086,maset laset mafemech monachtin yekhi offff,-1,maset laset mafemech monachtin yekhi offff,"['maset', 'laset', 'mafemech', 'monachtin', 'yekhi', 'offff']"
7087,"الجنوب كلمة خايبة ثعلب""",-1,الجنوب كلمة خايبة ثعلب,"['الجنوب', 'كلمة', 'خايبة', 'ثعلب']"
7090,هالطحان الكلب المحامي منير صالحة عندو احكام مؤبدة ومطالب قضائيا وبن صالحة خايف مشاعرو وباش يقاضي اساء اليه برنامج ألو جدة برا يلعن بو طحينك كلب ويلعن بوك بو ألي يحبوه معاك ،،,-1,هالطحان الكلب المحامي منير صالحة عندو احكام مؤبدة ومطالب قضائيا وبن صالحة خايف مشاعرو وباش يقاضي اساء اليه برنامج ألو جدة برا يلعن بو طحينك كلب ويلعن بوك بو ألي يحبوه معاك,"['هالطحان', 'الكلب', 'المحامي', 'منير', 'صالحة', 'عندو', 'احكام', 'مؤبدة', 'ومطالب', 'قضائيا', 'وبن', 'صالحة', 'خايف', 'مشاعرو', 'وباش', 'يقاضي', 'اساء', 'اليه', 'برنامج', 'ألو', 'جدة', 'برا', 'يلعن', 'بو', 'طحينك', 'كلب', 'ويلعن', 'بوك', 'بو', 'ألي', 'يحبوه', 'معاك']"
7091,ربي يحفضلك جمالك,1,ربي يحفضلك جمالك,"['ربي', 'يحفضلك', 'جمالك']"
7092,Hhhhhh halqa ealamia borjoulia😁,1,hhhhhh halqa ealamia borjoulia,"['hhhhhh', 'halqa', 'ealamia', 'borjoulia']"
7093,ثعلوبة خرجت الحفرة متاعها,-1,ثعلوبة خرجت الحفرة متاعها,"['ثعلوبة', 'خرجت', 'الحفرة', 'متاعها']"
7094,عري روحك ولي فنانة ممثلة نجمة ستاااااار بروا يعطيكم عاااار فوق عاااار انشاء الله . :(,-1,عري روحك ولي فنانة ممثلة نجمة ستاااااار بروا يعطيكم عاااار فوق عاااار انشاء الله,"['عري', 'روحك', 'ولي', 'فنانة', 'ممثلة', 'نجمة', 'ستااار', 'بروا', 'يعطيكم', 'عااار', 'فوق', 'عااار', 'انشاء', 'الله']"
7096,Yeser hlowa,1,yeser hlowa,"['yeser', 'hlowa']"
7098,qaffef ennahtha,-1,qaffef ennahtha,"['qaffef', 'ennahtha']"
7100,همل وقمل,-1,همل وقمل,"['همل', 'وقمل']"
7101,#اعلام_العار,-1,اعلام العار,"['اعلام', 'العار']"
7102,besra mahla soutek mahlek hatt qabl maeml eamlit tajmil mahlk,1,besra mahla soutek mahlek hatt qabl maeml eamlit tajmil mahlk,"['besra', 'mahla', 'soutek', 'mahlek', 'hatt', 'qabl', 'maeml', 'eamlit', 'tajmil', 'mahlk']"
7103,والله وحدك أمير,1,والله وحدك أمير,"['والله', 'وحدك', 'أمير']"
7104,والله بكاتني برافووووو,1,والله بكاتني برافووووو,"['والله', 'بكاتني', 'برافووو']"
7105,tabaraka. allah,1,tabaraka allah,"['tabaraka', 'allah']"
7106,طحان النهضة,-1,طحان النهضة,"['طحان', 'النهضة']"
7108,انسان راقي,1,انسان راقي,"['انسان', 'راقي']"
7109,قداش طحانة هالبلاد تفوه عليكم ترمكم تبيعوها الفلوس انذال,-1,قداش طحانة هالبلاد تفوه عليكم ترمكم تبيعوها الفلوس انذال,"['قداش', 'طحانة', 'هالبلاد', 'تفوه', 'عليكم', 'ترمكم', 'تبيعوها', 'الفلوس', 'انذال']"
7110,بكل تربية واخلاق راكم اعملتو العار قناة التونسية,-1,بكل تربية واخلاق راكم اعملتو العار قناة التونسية,"['بكل', 'تربية', 'واخلاق', 'راكم', 'اعملتو', 'العار', 'قناة', 'التونسية']"
7111,لطفي اقوى كوميدي الفئة لتكرز منو نقلهم مشكلتكم راكم موش ولاد بلاد علاش ماكمش فاهمين فاش يحكي... Tbarkala aaaliha ضحكة جعفور كلامو بالدنيا مافيها إنسان محبوب قلبو لسانو حنا نحبوووووووووك جعفور. ربي يطول عمرك Ahssene mounachet metkhalak barcha courage برافو وليد التونسي نحبك برشا Mahlek tbarkallah جعفور ديما موهر واصل يهمك تكفيك محبة الناس معللللللم mealem تعجبني مواقفو صحيح تحسو منرفز آما يلزمو يعمل هكاك خاطر إعلامنا يجيب الباهي ويحب يطيحلو قيمتو برافو صلاح Hhhhhhhhhhhh Rawea Behia kawtherrrrr هايل منسمعش غناء جملة بلطي يعجبني برشا Sobhana Allah machallah easla Yser thfoun awlede moufida sirtou badre chakhsien inhebek barcha <e تبااااركالله موقف اقوى طاقتها بصراحه قدرت توصلو اعماق قلوبنا ..نتصورها تعبت بعدو ...اسم الله بنتي ربي يوفقها وبالله خويا سامي ارحمها شويه...عزت بيا محلاها ومحلى زينها عسل ؟؟؟ تذكّرني بفاتن حمامه. Wahra يعجبني.و نستنى جديدو احلي مسلسل Machlah برافووووو سامى Chabea dhohok eajbitni barvo neji jaloul ماشاالله أميمة صوت صورة❤️ Bravo bravooo..... Nmoute elik maryouma easlaaa Bravo tbarkalah elikkkkkk اشكر ياعلاء جزيل الشكر الاعمال الخيرية تقوم شاء الله يوصل غريب لاهله الله يشفيك ويفرجها,1,لطفي اقوى كوميدي الفئة لتكرز منو نقلهم مشكلتكم راكم موش ولاد بلاد علاش ماكمش فاهمين فاش يحكي ضحكة جعفور كلامو بالدنيا مافيها إنسان محبوب قلبو لسانو حنا نحبوووووووووك جعفور ربي يطول عمرك برافو وليد التونسي نحبك برشا جعفور ديما موهر واصل يهمك تكفيك محبة الناس معللللللم تعجبني مواقفو صحيح تحسو منرفز آما يلزمو يعمل هكاك خاطر إعلامنا يجيب الباهي ويحب يطيحلو قيمتو برافو صلاح هايل منسمعش غناء جملة بلطي يعجبني برشا تبااااركالله موقف اقوى طاقتها بصراحه قدرت توصلو اعماق قلوبنا نتصورها تعبت بعدو اسم الله بنتي ربي يوفقها وبالله خويا سامي ارحمها شويه عزت بيا محلاها ومحلى زينها عسل تذك رني بفاتن حمامه يعجبني نستنى جديدو احلي مسلسل برافووووو سامى ماشاالله أميمة صوت صورة اشكر ياعلاء جزيل الشكر الاعمال الخيرية تقوم شاء الله يوصل غريب لاهله الله يشفيك ويفرجها,"['لطفي', 'اقوى', 'كوميدي', 'الفئة', 'لتكرز', 'منو', 'نقلهم', 'مشكلتكم', 'راكم', 'موش', 'ولاد', 'بلاد', 'علاش', 'ماكمش', 'فاهمين', 'فاش', 'يحكي', 'ضحكة', 'جعفور', 'كلامو', 'بالدنيا', 'مافيها', 'إنسان', 'محبوب', 'قلبو', 'لسانو', 'حنا', 'نحبوووك', 'جعفور', 'ربي', 'يطول', 'عمرك', 'برافو', 'وليد', 'التونسي', 'نحبك', 'برشا', 'جعفور', 'ديما', 'موهر', 'واصل', 'يهمك', 'تكفيك', 'محبة', 'الناس', 'معلللم', 'تعجبني', 'مواقفو', 'صحيح', 'تحسو', 'منرفز', 'آما', 'يلزمو', 'يعمل', 'هكاك', 'خاطر', 'إعلامنا', 'يجيب', 'الباهي', 'ويحب', 'يطيحلو', 'قيمتو', 'برافو', 'صلاح', 'هايل', 'منسمعش', 'غناء', 'جملة', 'بلطي', 'يعجبني', 'برشا', 'تباااركالله', 'موقف', 'اقوى', 'طاقتها', 'بصراحه', 'قدرت', 'توصلو', 'اعماق', 'قلوبنا', 'نتصورها', 'تعبت', 'بعدو', 'اسم', 'الله', 'بنتي', 'ربي', 'يوفقها', 'وبالله', 'خويا', 'سامي', 'ارحمها', 'شويه', 'عزت', 'بيا', 'محلاها', 'ومحلى', 'زينها', 'عسل', 'تذك', 'رني', 'بفاتن', 'حمامه', 'يعجبني', 'نستنى', 'جديدو', 'احلي', 'مسلسل', 'برافووو', 'سامى', 'ماشاالله', 'أميمة', 'صوت', 'صورة', 'اشكر', 'ياعلاء', 'جزيل', 'الشكر', 'الاعمال', 'الخيرية', 'تقوم', 'شاء', 'الله', 'يوصل', 'غريب', 'لاهله', 'الله', 'يشفيك', 'ويفرجها']"
7112,Ya walla hal malla tafeha,-1,ya walla hal malla tafeha,"['ya', 'walla', 'hal', 'malla', 'tafeha']"
7113,محلاها امنة فاخر نحبها برشة وصوتها ياسر يعجبني بالحق فنانة وعلاها الكلام شاء الله بالتوفيق........,1,محلاها امنة فاخر نحبها برشة وصوتها ياسر يعجبني بالحق فنانة وعلاها الكلام شاء الله بالتوفيق,"['محلاها', 'امنة', 'فاخر', 'نحبها', 'برشة', 'وصوتها', 'ياسر', 'يعجبني', 'بالحق', 'فنانة', 'وعلاها', 'الكلام', 'شاء', 'الله', 'بالتوفيق']"
7114,Tounsi kif samek thaelouba kdebchi! Tfouuuuuuuuuyyyuuuuuuuuhhhhhhhhhh lik lili yochkor fik!,-1,tounsi kif samek thaelouba kdebchi tfouuuuuuuuuyyyuuuuuuuuhhhhhhhhhh lik lili yochkor fik,"['tounsi', 'kif', 'samek', 'thaelouba', 'kdebchi', 'tfouuuuuuuuuyyyuuuuuuuuhhhhhhhhhh', 'lik', 'lili', 'yochkor', 'fik']"
7115,tbarkalha aelik walha bravooooo hanan ;),1,tbarkalha aelik walha bravooooo hanan,"['tbarkalha', 'aelik', 'walha', 'bravooooo', 'hanan']"
7116,Rak mealeeem jaefour,1,rak mealeeem jaefour,"['rak', 'mealeeem', 'jaefour']"
7117,Teayif lekleb mamsatha,-1,teayif lekleb mamsatha,"['teayif', 'lekleb', 'mamsatha']"
7119,راقية ومتخلقة e>,1,راقية ومتخلقة,"['راقية', 'ومتخلقة']"
7121,Walid mealem dima mnawerna berasmi klemk kol blastou (y),1,walid mealem dima mnawerna berasmi klemk kol blastou,"['walid', 'mealem', 'dima', 'mnawerna', 'berasmi', 'klemk', 'kol', 'blastou']"
7123,حلقة اليلة ماسطة شكيب,-1,حلقة اليلة ماسطة شكيب,"['حلقة', 'اليلة', 'ماسطة', 'شكيب']"
7124,ماتجيس ظفر أحمد الاندلسي .. ماعنتها إنسانة تافهة .و غالطة روحها ..,-1,ماتجيس ظفر أحمد الاندلسي ماعنتها إنسانة تافهة غالطة روحها,"['ماتجيس', 'ظفر', 'أحمد', 'الاندلسي', 'ماعنتها', 'إنسانة', 'تافهة', 'غالطة', 'روحها']"
7125,Masaqtou tfouhh 😝,-1,masaqtou tfouhh,"['masaqtou', 'tfouhh']"
7126,Mahla zinha easla,1,mahla zinha easla,"['mahla', 'zinha', 'easla']"
7127,واصل أعمال الخير الله عونك.,1,واصل أعمال الخير الله عونك,"['واصل', 'أعمال', 'الخير', 'الله', 'عونك']"
7129,Yhabel bayrem,1,yhabel bayrem,"['yhabel', 'bayrem']"
7130,بهيم طحان الله يموت أشنع موتة بإذن الله..يمهل يهمل,-1,بهيم طحان الله يموت أشنع موتة بإذن الله يمهل يهمل,"['بهيم', 'طحان', 'الله', 'يموت', 'أشنع', 'موتة', 'بإذن', 'الله', 'يمهل', 'يهمل']"
7132,ناقص تربية يقول امو جايبة ولد حرام سادة جايب ولد حرام,-1,ناقص تربية يقول امو جايبة ولد حرام سادة جايب ولد حرام,"['ناقص', 'تربية', 'يقول', 'امو', 'جايبة', 'ولد', 'حرام', 'سادة', 'جايب', 'ولد', 'حرام']"
7133,jaefouuur mealem akhleq ealia wetfathlika mahboula rabi maaak wkamel hakka,1,jaefouuur mealem akhleq ealia wetfathlika mahboula rabi maaak wkamel hakka,"['jaefouuur', 'mealem', 'akhleq', 'ealia', 'wetfathlika', 'mahboula', 'rabi', 'maaak', 'wkamel', 'hakka']"
7134,لحاس عندوش اخلاق,-1,لحاس عندوش اخلاق,"['لحاس', 'عندوش', 'اخلاق']"
7136,mamset din omo,-1,mamset din omo,"['mamset', 'din', 'omo']"
7137,اتعس احقر البرامج ةالتلفزية فسحقا لسامي السارق نوفل الديوث لكل الدعوة عصبة للجمهور الرديء,-1,اتعس احقر البرامج ةالتلفزية فسحقا لسامي السارق نوفل الديوث لكل الدعوة عصبة للجمهور الرديء,"['اتعس', 'احقر', 'البرامج', 'ةالتلفزية', 'فسحقا', 'لسامي', 'السارق', 'نوفل', 'الديوث', 'لكل', 'الدعوة', 'عصبة', 'للجمهور', 'الرديء']"
7138,رااااااااااااااااااااااجل كفى 🙏,1,رااااااااااااااااااااااجل كفى,"['راااجل', 'كفى']"
7140,wjouh loh hacha karim elgharbi,-1,wjouh loh hacha karim elgharbi,"['wjouh', 'loh', 'hacha', 'karim', 'elgharbi']"
7141,يامريض برر شوف حللل لحياتك,-1,يامريض برر شوف حللل لحياتك,"['يامريض', 'برر', 'شوف', 'حللل', 'لحياتك']"
7142,welahi lahou metrebi we kima qal howa fom harek ... tiiiiiiiiiiiit nheb naeref zaema omou taeref beqi we ken mataerefech isel okhtek,-1,welahi lahou metrebi kima qal howa fom harek tiiiiiiiiiiiit nheb naeref zaema omou taeref beqi ken mataerefech isel okhtek,"['welahi', 'lahou', 'metrebi', 'kima', 'qal', 'howa', 'fom', 'harek', 'tiiiiiiiiiiiit', 'nheb', 'naeref', 'zaema', 'omou', 'taeref', 'beqi', 'ken', 'mataerefech', 'isel', 'okhtek']"
7143,معلم وراجل ةسيد الرجال,1,معلم وراجل ةسيد الرجال,"['معلم', 'وراجل', 'ةسيد', 'الرجال']"
7144,برافو وليد التونسي معلم راجل,1,برافو وليد التونسي معلم راجل,"['برافو', 'وليد', 'التونسي', 'معلم', 'راجل']"
7145,برا روح موش متاعك الفن,-1,برا روح موش متاعك الفن,"['برا', 'روح', 'موش', 'متاعك', 'الفن']"
7147,وحدك فنان ابدعت ابدعت,1,وحدك فنان ابدعت ابدعت,"['وحدك', 'فنان', 'ابدعت', 'ابدعت']"
7148,مزيج الشجاعة التلقائية خفة الظل قاعدة معلوماتية كبيرة يتعلق بكل المستجدات خاصة الثقافية,1,مزيج الشجاعة التلقائية خفة الظل قاعدة معلوماتية كبيرة يتعلق بكل المستجدات خاصة الثقافية,"['مزيج', 'الشجاعة', 'التلقائية', 'خفة', 'الظل', 'قاعدة', 'معلوماتية', 'كبيرة', 'يتعلق', 'بكل', 'المستجدات', 'خاصة', 'الثقافية']"
7150,محلاها ممثلة ممتازة اخلاق وخلق ادوارها الكل راقية,1,محلاها ممثلة ممتازة اخلاق وخلق ادوارها الكل راقية,"['محلاها', 'ممثلة', 'ممتازة', 'اخلاق', 'وخلق', 'ادوارها', 'الكل', 'راقية']"
7151,Tayara tamthil bayrem.,1,tayara tamthil bayrem,"['tayara', 'tamthil', 'bayrem']"
7152,tfouuuuh elikom metfehkom,-1,tfouuuuh elikom metfehkom,"['tfouuuuh', 'elikom', 'metfehkom']"
7153,"يستحق الظهور وسائل الاعلام ومش محترم وقدم أسوأ مثال ليلة البارحة الاحترام""",-1,يستحق الظهور وسائل الاعلام ومش محترم وقدم أسوأ مثال ليلة البارحة الاحترام,"['يستحق', 'الظهور', 'وسائل', 'الاعلام', 'ومش', 'محترم', 'وقدم', 'أسوأ', 'مثال', 'ليلة', 'البارحة', 'الاحترام']"
7154,mala tahaaaaaaaaaaaaaaaaaaaaan etfouh aelik aelik +aela ben aeli emteek,-1,mala tahaaaaaaaaaaaaaaaaaaaaan etfouh aelik aelik aela ben aeli emteek,"['mala', 'tahaaaaaaaaaaaaaaaaaaaaan', 'etfouh', 'aelik', 'aelik', 'aela', 'ben', 'aeli', 'emteek']"
7157,Rajel kelamou,1,rajel kelamou,"['rajel', 'kelamou']"
7158,Bravooo semi tayara kif leada,1,bravooo semi tayara kif leada,"['bravooo', 'semi', 'tayara', 'kif', 'leada']"
7161,حسبنا الله الوكيل,-1,حسبنا الله الوكيل,"['حسبنا', 'الله', 'الوكيل']"
7162,BRAVO BRAVO OOOOOOOOOOOOOO,1,bravo bravo oooooooooooooo,"['bravo', 'bravo', 'oooooooooooooo']"
7163,ممثلة متألقة ﺷﺨﺼﻴﺔ ﻛﺒﻴﺮﺓ أحسن عندنا تونس ﻓﻤﺎ ﺇﺑﺪﺍﻉ ﻓﻲ ﺃﻋﻤﺎﻟﻬﺎ ﻭ ﻫﺬﺍﻙ ﻫﻮ ﺍﻟﻨﺠﺎﺡ ﺍﻟﺤﻘﻴﻘﻲ ﺭﺑﻲ ﻣﻌﻚ جيهة,1,ممثلة متألقة أحسن عندنا تونس جيهة,"['ممثلة', 'متألقة', 'أحسن', 'عندنا', 'تونس', 'جيهة']"
7164,امين يعجبني,1,امين يعجبني,"['امين', 'يعجبني']"
7165,برافو وليد انتي راجل نعتزو بلي عندنا فنان كيفك يقول كلمة الحق 👍👍👍,1,برافو وليد انتي راجل نعتزو بلي عندنا فنان كيفك يقول كلمة الحق,"['برافو', 'وليد', 'انتي', 'راجل', 'نعتزو', 'بلي', 'عندنا', 'فنان', 'كيفك', 'يقول', 'كلمة', 'الحق']"
7166,وبش جرثومة,-1,وبش جرثومة,"['وبش', 'جرثومة']"
7167,Marzen chekfou pffff mbayen alih sabab kif ladwar liyakhedh fiha fil mosalsalet,-1,marzen chekfou pffff mbayen alih sabab kif ladwar liyakhedh fiha fil mosalsalet,"['marzen', 'chekfou', 'pffff', 'mbayen', 'alih', 'sabab', 'kif', 'ladwar', 'liyakhedh', 'fiha', 'fil', 'mosalsalet']"
7168,Halqet lyoum masttaaa bar bsarraha,-1,halqet lyoum masttaaa bar bsarraha,"['halqet', 'lyoum', 'masttaaa', 'bar', 'bsarraha']"
7169,mala hala fih louine tayahlo qadrou,-1,mala hala fih louine tayahlo qadrou,"['mala', 'hala', 'fih', 'louine', 'tayahlo', 'qadrou']"
7171,ممسطوا شكيب طلعلي الدم,-1,ممسطوا شكيب طلعلي الدم,"['ممسطوا', 'شكيب', 'طلعلي', 'الدم']"
7172,Akmaj jabtou lelhissa tfouhhhh,-1,akmaj jabtou lelhissa tfouhhhh,"['akmaj', 'jabtou', 'lelhissa', 'tfouhhhh']"
7173,ياسي عبد الحميد راك باهي ناجح,1,ياسي عبد الحميد راك باهي ناجح,"['ياسي', 'عبد', 'الحميد', 'راك', 'باهي', 'ناجح']"
7174,walla baketni,1,walla baketni,"['walla', 'baketni']"
7175,تعجبني برشا إمرأة تحفونا,1,تعجبني برشا إمرأة تحفونا,"['تعجبني', 'برشا', 'إمرأة', 'تحفونا']"
7176,younsi mgharbae kamel !!!!!,1,younsi mgharbae kamel,"['younsi', 'mgharbae', 'kamel']"
7179,والله هذي فضيحة قناة اتروج للمثلية هذي كيما الزنا أقبح كيم أحمد شوقي انما الامم الاخلاق بقيت ذهبت اخلاقهم ذهبوا,-1,والله هذي فضيحة قناة اتروج للمثلية هذي كيما الزنا أقبح كيم أحمد شوقي انما الامم الاخلاق بقيت ذهبت اخلاقهم ذهبوا,"['والله', 'هذي', 'فضيحة', 'قناة', 'اتروج', 'للمثلية', 'هذي', 'كيما', 'الزنا', 'أقبح', 'كيم', 'أحمد', 'شوقي', 'انما', 'الامم', 'الاخلاق', 'بقيت', 'ذهبت', 'اخلاقهم', 'ذهبوا']"
7180,كمشة امارك,-1,كمشة امارك,"['كمشة', 'امارك']"
7181,عيب الراجل كعبة ثقافة زدت فرشتوا هههه . زدت شوية راهو ظارب مظروب الهيكا بطبيعتها تتسبل تكمل تسكر كلام الناس السبب أحترام الضيف .,-1,عيب الراجل كعبة ثقافة زدت فرشتوا هههه زدت شوية راهو ظارب مظروب الهيكا بطبيعتها تتسبل تكمل تسكر كلام الناس السبب أحترام الضيف,"['عيب', 'الراجل', 'كعبة', 'ثقافة', 'زدت', 'فرشتوا', 'ههه', 'زدت', 'شوية', 'راهو', 'ظارب', 'مظروب', 'الهيكا', 'بطبيعتها', 'تتسبل', 'تكمل', 'تسكر', 'كلام', 'الناس', 'السبب', 'أحترام', 'الضيف']"
7184,hhhh bravoooooooo,1,hhhh bravoooooooo,"['hhhh', 'bravoooooooo']"
7186,شو العبيثه بسم الله الرحمان الرحيم,-1,شو العبيثه بسم الله الرحمان الرحيم,"['شو', 'العبيثه', 'بسم', 'الله', 'الرحمان', 'الرحيم']"
7187,Ana fatma tahfouna rabi ykhalaha arwae tofla,1,ana fatma tahfouna rabi ykhalaha arwae tofla,"['ana', 'fatma', 'tahfouna', 'rabi', 'ykhalaha', 'arwae', 'tofla']"
7188,موش بلاصتك يافوزي,-1,موش بلاصتك يافوزي,"['موش', 'بلاصتك', 'يافوزي']"
7189,ريق إلبارد وقلة إلحياء,-1,ريق إلبارد وقلة إلحياء,"['ريق', 'إلبارد', 'وقلة', 'إلحياء']"
7190,Tbarkala eliha bravoo,1,tbarkala eliha bravoo,"['tbarkala', 'eliha', 'bravoo']"
7191,Coumidy hayel heni netfaraj,1,coumidy hayel heni netfaraj,"['coumidy', 'hayel', 'heni', 'netfaraj']"
7192,شلة امتاع قحاب موبنة شلايك,-1,شلة امتاع قحاب موبنة شلايك,"['شلة', 'امتاع', 'قحاب', 'موبنة', 'شلايك']"
7193,RAK MASET,-1,rak maset,"['rak', 'maset']"
7194,والله كبر عيني عطى رايو موضوع المثليين والله راجل,1,والله كبر عيني عطى رايو موضوع المثليين والله راجل,"['والله', 'كبر', 'عيني', 'عطى', 'رايو', 'موضوع', 'المثليين', 'والله', 'راجل']"
7196,يسلملي جمالك,1,يسلملي جمالك,"['يسلملي', 'جمالك']"
7197,Tayraaaaaa bravooo semiii wlh ghohka mouch nrml,1,tayraaaaaa bravooo semiii wlh ghohka mouch nrml,"['tayraaaaaa', 'bravooo', 'semiii', 'wlh', 'ghohka', 'mouch', 'nrml']"
7198,معلم ... #البسمة متفارقش وجهك,1,معلم البسمة متفارقش وجهك,"['معلم', 'البسمة', 'متفارقش', 'وجهك']"
7200,qwiya faza ;),1,qwiya faza,"['qwiya', 'faza']"
7201,مسلسل حلو برشا,1,مسلسل حلو برشا,"['مسلسل', 'حلو', 'برشا']"
7202,ملاّ امّارك,-1,ملا ام ارك,"['ملا', 'ام', 'ارك']"
7203,Stoufa mealem aghanik dima yaemlou jaw,1,stoufa mealem aghanik dima yaemlou jaw,"['stoufa', 'mealem', 'aghanik', 'dima', 'yaemlou', 'jaw']"
7205,البلاد داخلة حيط.. يبنيو الحيط,-1,البلاد داخلة حيط يبنيو الحيط,"['البلاد', 'داخلة', 'حيط', 'يبنيو', 'الحيط']"
7206,نموت وإنت سيدهم الله يحميك,1,نموت وإنت سيدهم الله يحميك,"['نموت', 'وإنت', 'سيدهم', 'الله', 'يحميك']"
7207,تعجبني برشا وياسر متألقة انشاء الله تكملي هكاا ♥ :*,1,تعجبني برشا وياسر متألقة انشاء الله تكملي هكاا,"['تعجبني', 'برشا', 'وياسر', 'متألقة', 'انشاء', 'الله', 'تكملي', 'هكاا']"
7208,الله يهدي توا فن ينعلبو,-1,الله يهدي توا فن ينعلبو,"['الله', 'يهدي', 'توا', 'فن', 'ينعلبو']"
7209,ماسط برشة,-1,ماسط برشة,"['ماسط', 'برشة']"
7212,Hahahhah yokteeelll dhooohkk ❤,1,hahahhah yokteeelll dhooohkk,"['hahahhah', 'yokteeelll', 'dhooohkk']"
7214,لااا ماسط,-1,لااا ماسط,"['لااا', 'ماسط']"
7215,لطفي يلعبو يكبر عينو Tbarkalh eliha halqa hbel Ya mealem yeejbni rabi ykawi imeno imena nasse lkol .. وجيهة وجيهة أعمالها ووجتها التمثيل تشرف الحمد لله وربي يعطيها القوة Bravo khadouja Rajel rajel rajel teich walid Bravoooooo Mhaffa wdamha bered وليد معلم .. الله العظيم راجل برسمي أثبتت إنك فنان راقي .. عجبتني دفعت أحمد .برافو ..برافو .. ياسر محلاه ❤️ Meaalem مسلسل جميل طوب bravooo teejebni yeser tamthil :) تعجبني محلاه كلامو ...جزاه الله فنان شيك ساماتيك برافو نور شيبة كمل اكيكا سلطانة التلفازة heyel yeser Moch normal teejeni ealekher yaetaha saha .. المعلم نحترميك اماااا هشام نقص اشوية نفخة.... maryem nhbhaaa baarcha نحبها Yaetihom saha Rahmouni ndhif monadhel mahleha خويا قداشو ارطب Akid,1,لطفي يلعبو يكبر عينو وجيهة وجيهة أعمالها ووجتها التمثيل تشرف الحمد لله وربي يعطيها القوة وليد معلم الله العظيم راجل برسمي أثبتت إنك فنان راقي عجبتني دفعت أحمد برافو برافو ياسر محلاه مسلسل جميل طوب تعجبني محلاه كلامو جزاه الله فنان شيك ساماتيك برافو نور شيبة كمل اكيكا سلطانة التلفازة المعلم نحترميك اماااا هشام نقص اشوية نفخة نحبها خويا قداشو ارطب,"['لطفي', 'يلعبو', 'يكبر', 'عينو', 'وجيهة', 'وجيهة', 'أعمالها', 'ووجتها', 'التمثيل', 'تشرف', 'الحمد', 'لله', 'وربي', 'يعطيها', 'القوة', 'وليد', 'معلم', 'الله', 'العظيم', 'راجل', 'برسمي', 'أثبتت', 'إنك', 'فنان', 'راقي', 'عجبتني', 'دفعت', 'أحمد', 'برافو', 'برافو', 'ياسر', 'محلاه', 'مسلسل', 'جميل', 'طوب', 'تعجبني', 'محلاه', 'كلامو', 'جزاه', 'الله', 'فنان', 'شيك', 'ساماتيك', 'برافو', 'نور', 'شيبة', 'كمل', 'اكيكا', 'سلطانة', 'التلفازة', 'المعلم', 'نحترميك', 'امااا', 'هشام', 'نقص', 'اشوية', 'نفخة', 'نحبها', 'خويا', 'قداشو', 'ارطب']"
7217,احسنت استاذ,1,احسنت استاذ,"['احسنت', 'استاذ']"
7218,احسنتي عملاً محرزيّة . . تحياتي .,1,احسنتي عملا محرزي تحياتي,"['احسنتي', 'عملا', 'محرزي', 'تحياتي']"
7219,رغم صغر سنه خدام ربي اوفقوا,1,رغم صغر سنه خدام ربي اوفقوا,"['رغم', 'صغر', 'سنه', 'خدام', 'ربي', 'اوفقوا']"
7221,mala hala mala ghneya pffffffffffffff,-1,mala hala mala ghneya pffffffffffffff,"['mala', 'hala', 'mala', 'ghneya', 'pffffffffffffff']"
7223,زين للنهضة كلامها إبيض الخد,1,زين للنهضة كلامها إبيض الخد,"['زين', 'للنهضة', 'كلامها', 'إبيض', 'الخد']"
7226,Borjoliya akthir akbir eala eal fan thaqafa Tunis mamistouuuuuuu aeeeeeee,-1,borjoliya akthir akbir eala eal fan thaqafa tunis mamistouuuuuuu aeeeeeee,"['borjoliya', 'akthir', 'akbir', 'eala', 'eal', 'fan', 'thaqafa', 'tunis', 'mamistouuuuuuu', 'aeeeeeee']"
7227,ماسييييييييط لاسط,-1,ماسييييييييط لاسط,"['ماسيييط', 'لاسط']"
7230,Bravo jaevor,1,bravo jaevor,"['bravo', 'jaevor']"
7231,شنكرههم هرهوت تفوووه,-1,شنكرههم هرهوت تفوووه,"['شنكرههم', 'هرهوت', 'تفوووه']"
7233,teejebni barcha mera siyesiya taeref echtahki ama famma haja aka lekhatem ilfi foularteha yesser mezeyen hhhh,1,teejebni barcha mera siyesiya taeref echtahki ama famma haja aka lekhatem ilfi foularteha yesser mezeyen hhhh,"['teejebni', 'barcha', 'mera', 'siyesiya', 'taeref', 'echtahki', 'ama', 'famma', 'haja', 'aka', 'lekhatem', 'ilfi', 'foularteha', 'yesser', 'mezeyen', 'hhhh']"
7234,Yaser hlou maqtla thahek bsraha hhhhhhhh,1,yaser hlou maqtla thahek bsraha hhhhhhhh,"['yaser', 'hlou', 'maqtla', 'thahek', 'bsraha', 'hhhhhhhh']"
7235,قلت حياء ثلث الواقع للاًسف,-1,قلت حياء ثلث الواقع للا سف,"['قلت', 'حياء', 'ثلث', 'الواقع', 'للا', 'سف']"
