,Tweet,target,tokenized_tweet,cleaned_tweet
6985,"وحدة الكيانات العربية جزء أمنك القومي وحفاظاً وحدة كيانك,إن تعي #…",-1,وحدة الكيانات العربية جزء أمنك القومي وحفاظا وحدة كيانك إن تعي,"['وحدة', 'الكيانات', 'العربية', 'جزء', 'أمنك', 'القومي', 'وحفاظا', 'وحدة', 'كيانك', 'إن', 'تعي']"
6986,"""كما خرج كسرى والروم والتتار قبلكم تخرجون آجلا عاجلا وتجرّون أذيال الخيبة والهزيمة والعار .#ستبقي_حلب #حلب_تباد""",-1,كما خرج كسرى والروم والتتار قبلكم تخرجون آجلا عاجلا وتجر ون أذيال الخيبة والهزيمة والعار ستبقي حلب حلب تباد,"['كما', 'خرج', 'كسرى', 'والروم', 'والتتار', 'قبلكم', 'تخرجون', 'آجلا', 'عاجلا', 'وتجر', 'ون', 'أذيال', 'الخيبة', 'والهزيمة', 'والعار', 'ستبقي', 'حلب', 'حلب', 'تباد']"
6987,قصة ده رئيس منتخب ولازم يكمل باطلة والدليل الأرجنتين ونيكسون اللي استقال كذبماهياش عافية فشل وعاند وصمم يخلف وعوده هيعطل البلد,-1,قصة ده رئيس منتخب ولازم يكمل باطلة والدليل الأرجنتين ونيكسون اللي استقال كذبماهياش عافية فشل وعاند وصمم يخلف وعوده هيعطل البلد,"['قصة', 'ده', 'رئيس', 'منتخب', 'ولازم', 'يكمل', 'باطلة', 'والدليل', 'الأرجنتين', 'ونيكسون', 'اللي', 'استقال', 'كذبماهياش', 'عافية', 'فشل', 'وعاند', 'وصمم', 'يخلف', 'وعوده', 'هيعطل', 'البلد']"
6988,"""#عمرو_أديب 😂😂😂😂😂😂😝😝😝😝😝😝الزمالك ربنا خلقة علشان المگز التاني #الدوري_لونه_احمر""",1,عمرو أديب الزمالك ربنا خلقة علشان المگز التاني الدوري لونه احمر,"['عمرو', 'أديب', 'الزمالك', 'ربنا', 'خلقة', 'علشان', 'المگز', 'التاني', 'الدوري', 'لونه', 'احمر']"
6989,"""شاهد بالفيديو...بشار الأسد لست سوبرمان ..والاخطاء ترتكب الحروب! https://t.co/mhJJXcBAOZ""",-1,شاهد بالفيديو بشار الأسد لست سوبرمان والاخطاء ترتكب الحروب,"['شاهد', 'بالفيديو', 'بشار', 'الأسد', 'لست', 'سوبرمان', 'والاخطاء', 'ترتكب', 'الحروب']"
6990,"""حتى يعمّ الفرح: المطالبة بمنع مباراة إيران وكوريا ليلة عاشوراء https://t.co/kvIjOhlECh""",1,حتى يعم الفرح المطالبة بمنع مباراة إيران وكوريا ليلة عاشوراء,"['حتى', 'يعم', 'الفرح', 'المطالبة', 'بمنع', 'مباراة', 'إيران', 'وكوريا', 'ليلة', 'عاشوراء']"
6991,"""RT @hamad_alharbi11: #الأرجنتين ميسي مو مترقع 😏""",1,الأرجنتين ميسي مو مترقع,"['الأرجنتين', 'ميسي', 'مو', 'مترقع']"
6992,"""لاول مرة 1e روجر فيدرر رافا نادال خارج المراكز الاربعه تصنيف الاتحاد العالمي للتنس !! https://t.co/ghSRCvXnXkhL""",-1,لاول مرة روجر فيدرر رافا نادال خارج المراكز الاربعه تصنيف الاتحاد العالمي للتنس,"['لاول', 'مرة', 'روجر', 'فيدرر', 'رافا', 'نادال', 'خارج', 'المراكز', 'الاربعه', 'تصنيف', 'الاتحاد', 'العالمي', 'للتنس']"
6993,"""Retweeted Almogaz (@Almogaz):سياسي إماراتي: عودة #أحمد_شفيق تمهد منافسته بانتخابات الرئاسة a01oui... https://t.co/IhwUcyyhqp""",1,سياسي إماراتي عودة أحمد شفيق تمهد منافسته بانتخابات الرئاسة,"['سياسي', 'إماراتي', 'عودة', 'أحمد', 'شفيق', 'تمهد', 'منافسته', 'بانتخابات', 'الرئاسة']"
6994,"""https://t.co/xmUOkhBEcr قناة يوتوب الجهر بالالحاد الحلقة a10هل داعش تمثل الإسلام ؟؟؟؟؟. الجزء ghمع الملحد سامي التونسي Ramzi Allouchi ❤❤""",-1,قناة يوتوب الجهر بالالحاد الحلقة هل داعش تمثل الإسلام الجزء مع الملحد سامي التونسي,"['قناة', 'يوتوب', 'الجهر', 'بالالحاد', 'الحلقة', 'هل', 'داعش', 'تمثل', 'الإسلام', 'الجزء', 'مع', 'الملحد', 'سامي', 'التونسي']"
6995,"""حواري النجمة الذهبية #نوال_الزغبي صفحات جريدة الوطن وتصرح: الآن أصبحت ناضجة! @NawalElZoghbi @al_watanQatar… https://t.co/hnsnghLZUXH""",1,حواري النجمة الذهبية نوال الزغبي صفحات جريدة الوطن وتصرح الآن أصبحت ناضجة,"['حواري', 'النجمة', 'الذهبية', 'نوال', 'الزغبي', 'صفحات', 'جريدة', 'الوطن', 'وتصرح', 'الآن', 'أصبحت', 'ناضجة']"
6996,أيها الغيورون القانون سمعتم تهريب المتهمين الأمريكان و1gh مدني السجن الحربي وإعلان دستوري باطل يمنح الحكم للعسكراين كنتم ؟,-1,أيها الغيورون القانون سمعتم تهريب المتهمين الأمريكان مدني السجن الحربي وإعلان دستوري باطل يمنح الحكم للعسكراين كنتم,"['أيها', 'الغيورون', 'القانون', 'سمعتم', 'تهريب', 'المتهمين', 'الأمريكان', 'مدني', 'السجن', 'الحربي', 'وإعلان', 'دستوري', 'باطل', 'يمنح', 'الحكم', 'للعسكراين', 'كنتم']"
6997,"""شاهد (عاجل)بعض ذوي إرهابيي أحياء حلب الشرقية يغادرون الحافلات المتوجهة غرب حلب ويطلبون الجيش السماح لهم... https://t.co/ZphXasBXDa""",-1,شاهد عاجل بعض ذوي إرهابيي أحياء حلب الشرقية يغادرون الحافلات المتوجهة غرب حلب ويطلبون الجيش السماح لهم,"['شاهد', 'عاجل', 'بعض', 'ذوي', 'إرهابيي', 'أحياء', 'حلب', 'الشرقية', 'يغادرون', 'الحافلات', 'المتوجهة', 'غرب', 'حلب', 'ويطلبون', 'الجيش', 'السماح', 'لهم']"
6998,مفروض شباب الإخوان ينزلوا بكرة يطالبوا بإقالة النائب العام الفاسد اللي ضيع حق الشهداء وأفرج المتهمين,-1,مفروض شباب الإخوان ينزلوا بكرة يطالبوا بإقالة النائب العام الفاسد اللي ضيع حق الشهداء وأفرج المتهمين,"['مفروض', 'شباب', 'الإخوان', 'ينزلوا', 'بكرة', 'يطالبوا', 'بإقالة', 'النائب', 'العام', 'الفاسد', 'اللي', 'ضيع', 'حق', 'الشهداء', 'وأفرج', 'المتهمين']"
6999,#ناشرون_الأخبارية : #حمدي_قنديل قانون الطعن العقود خلانا طراطير والشعب طرطور والحكومه ومجلس الدوله والشعب طرطو,-1,ناشرون الأخبارية حمدي قنديل قانون الطعن العقود خلانا طراطير والشعب طرطور والحكومه ومجلس الدوله والشعب طرطو,"['ناشرون', 'الأخبارية', 'حمدي', 'قنديل', 'قانون', 'الطعن', 'العقود', 'خلانا', 'طراطير', 'والشعب', 'طرطور', 'والحكومه', 'ومجلس', 'الدوله', 'والشعب', 'طرطو']"
7001,"""موسكو ستطلب الناتو ردودا بناءة https://t.co/LRkhuVgzjJP https://t.co/tYillesiuS""",1,موسكو ستطلب الناتو ردودا بناءة,"['موسكو', 'ستطلب', 'الناتو', 'ردودا', 'بناءة']"
7002,"""RT @qertyuikhkha1: #شرك_الرافضه_في_عاشوراحتى الاطفال الأبرياء بسلموا خزعبلاتهم حسبي الله ونعم الوكيل فيهمالحمد لله العالمين نع…""",-1,شرك الرافضه في عاشوراحتى الاطفال الأبرياء بسلموا خزعبلاتهم حسبي الله ونعم الوكيل فيهمالحمد لله العالمين نع,"['شرك', 'الرافضه', 'في', 'عاشوراحتى', 'الاطفال', 'الأبرياء', 'بسلموا', 'خزعبلاتهم', 'حسبي', 'الله', 'ونعم', 'الوكيل', 'فيهمالحمد', 'لله', 'العالمين', 'نع']"
7003,"اسكندرية تحذير هام جداً جداً وصلتنا رسالة تحذير بخصوص حالة ""ثبيت وسرقة""",-1,اسكندرية تحذير هام جدا جدا وصلتنا رسالة تحذير بخصوص حالة ثبيت وسرقة,"['اسكندرية', 'تحذير', 'هام', 'جدا', 'جدا', 'وصلتنا', 'رسالة', 'تحذير', 'بخصوص', 'حالة', 'ثبيت', 'وسرقة']"
7004,"""#الأمم_المتحدة #التعاون_الإسلامي تؤكدان أهمية التصدي للأيديلوجيات المتطرفة https://t.co/zTMIxOMPbr #نيويورك #السعودية #الشرق""",1,الأمم المتحدة التعاون الإسلامي تؤكدان أهمية التصدي للأيديلوجيات المتطرفة نيويورك السعودية الشرق,"['الأمم', 'المتحدة', 'التعاون', 'الإسلامي', 'تؤكدان', 'أهمية', 'التصدي', 'للأيديلوجيات', 'المتطرفة', 'نيويورك', 'السعودية', 'الشرق']"
7005,"""دونالد ترامب اجتاح كلينتون وتفوق وكشف فضائحها واعلن تأييده للجيش السوري مكافحة الارهابيين الذين... https://t.co/bajYGWadXX""",1,دونالد ترامب اجتاح كلينتون وتفوق وكشف فضائحها واعلن تأييده للجيش السوري مكافحة الارهابيين الذين,"['دونالد', 'ترامب', 'اجتاح', 'كلينتون', 'وتفوق', 'وكشف', 'فضائحها', 'واعلن', 'تأييده', 'للجيش', 'السوري', 'مكافحة', 'الارهابيين', 'الذين']"
7006,"""قوات خاصه سعوديه وفرنسيه تمرين مشترك مدينه بميير بفرنسا#تعز#صنعاء#اليمن#نجران#سوريا https://t.co/lbCCFKbNnm""",1,قوات خاصه سعوديه وفرنسيه تمرين مشترك مدينه بميير بفرنسا تعز صنعاء اليمن نجران سوريا,"['قوات', 'خاصه', 'سعوديه', 'وفرنسيه', 'تمرين', 'مشترك', 'مدينه', 'بميير', 'بفرنسا', 'تعز', 'صنعاء', 'اليمن', 'نجران', 'سوريا']"
7007,"""شمعة الكترونية لمستخدمي أجهزة أبل https://t.co/hLGaXxMaYt https://t.co/g6YfOex1Ia""",1,شمعة الكترونية لمستخدمي أجهزة أبل,"['شمعة', 'الكترونية', 'لمستخدمي', 'أجهزة', 'أبل']"
7008,"""هاد #MannequinChallenge لحد الأن ماعرفتش علاش تدار 🤔""",-1,هاد لحد الأن ماعرفتش علاش تدار,"['هاد', 'لحد', 'الأن', 'ماعرفتش', 'علاش', 'تدار']"
7009,"""اخبار برشلونة Tuesday 11/10/a016 : طفلة برازيلية بدون ذراعين ترفض هدية نيمار! https://t.co/BfjZRvnxWG""",-1,اخبار برشلونة طفلة برازيلية بدون ذراعين ترفض هدية نيمار,"['اخبار', 'برشلونة', 'طفلة', 'برازيلية', 'بدون', 'ذراعين', 'ترفض', 'هدية', 'نيمار']"
7010,"""و ميريام فارس .. ربداوية https://t.co/gElLPVYEGN""",1,ميريام فارس ربداوية,"['ميريام', 'فارس', 'ربداوية']"
7011,""" يعلم #الأقصى يوماً سيأتيه رجال يحبُون الشهادة يحب المُـتخاذلون الحياة ! #فلسطين """,1,يعلم الأقصى يوما سيأتيه رجال يحب ون الشهادة يحب الم ـتخاذلون الحياة فلسطين,"['يعلم', 'الأقصى', 'يوما', 'سيأتيه', 'رجال', 'يحب', 'ون', 'الشهادة', 'يحب', 'الم', 'ـتخاذلون', 'الحياة', 'فلسطين']"
7012,"""#الاقتصاد #أستراليا #فرنسا ستوقعان صفقة غواصات بأكثر e6 دولار غداًhttps://t.co/MkHouizMWkhMd https://t.co/PsCeHGqG6kh""",1,الاقتصاد أستراليا فرنسا ستوقعان صفقة غواصات بأكثر دولار غدا,"['الاقتصاد', 'أستراليا', 'فرنسا', 'ستوقعان', 'صفقة', 'غواصات', 'بأكثر', 'دولار', 'غدا']"
7013,"""RT @maghkh6nal: خطاب الكراهية مشائخ الإرهاب أنتج أجيال تكره بلا ومستعدة للموت بناء حضارة تدمير منجزات الآخرين…""",-1,خطاب الكراهية مشائخ الإرهاب أنتج أجيال تكره بلا ومستعدة للموت بناء حضارة تدمير منجزات الآخرين,"['خطاب', 'الكراهية', 'مشائخ', 'الإرهاب', 'أنتج', 'أجيال', 'تكره', 'بلا', 'ومستعدة', 'للموت', 'بناء', 'حضارة', 'تدمير', 'منجزات', 'الآخرين']"
7014,"""لا اعلم يؤمن المحاضرون بالندوة بالعلمانية ابتعاد دول العالم مفهوم تطبيق العلمانية وتصاعد اليمين المتطرف اوروباa️⃣""",-1,لا اعلم يؤمن المحاضرون بالندوة بالعلمانية ابتعاد دول العالم مفهوم تطبيق العلمانية وتصاعد اليمين المتطرف اوروبا,"['لا', 'اعلم', 'يؤمن', 'المحاضرون', 'بالندوة', 'بالعلمانية', 'ابتعاد', 'دول', 'العالم', 'مفهوم', 'تطبيق', 'العلمانية', 'وتصاعد', 'اليمين', 'المتطرف', 'اوروبا']"
7015,"""#كيري: ندرك الوصول لحل مستقر ودائم يتطلب تنازلات ونشجع الاطراف للسعي لحل وسط يركز صالح بلدهم ومستقبل أفضل لشعب #اليمن. gh/gh""",1,كيري ندرك الوصول لحل مستقر ودائم يتطلب تنازلات ونشجع الاطراف للسعي لحل وسط يركز صالح بلدهم ومستقبل أفضل لشعب اليمن,"['كيري', 'ندرك', 'الوصول', 'لحل', 'مستقر', 'ودائم', 'يتطلب', 'تنازلات', 'ونشجع', 'الاطراف', 'للسعي', 'لحل', 'وسط', 'يركز', 'صالح', 'بلدهم', 'ومستقبل', 'أفضل', 'لشعب', 'اليمن']"
7016,"""#MannequinChallenge اسوأ حاجة حصلت a016""",-1,اسوأ حاجة حصلت,"['اسوأ', 'حاجة', 'حصلت']"
7017,"""@h_akseldihya @AlmuhanaJawad @DrAl_Lawati #الملك_محمد_السادس سيرمي جثث جنرالات فرنسا البحر وسينصبه الشعب الجزائري المسلم ملكاً للبلاد""",-1,الملك محمد السادس سيرمي جثث جنرالات فرنسا البحر وسينصبه الشعب الجزائري المسلم ملكا للبلاد,"['الملك', 'محمد', 'السادس', 'سيرمي', 'جثث', 'جنرالات', 'فرنسا', 'البحر', 'وسينصبه', 'الشعب', 'الجزائري', 'المسلم', 'ملكا', 'للبلاد']"
7018,إنت ماسرقتش دار الشروق إنت سرقت الأستاذ أحمد بهجت وأسرته فكرة لإن المؤلف المستفيد حقوق النشر,1,إنت ماسرقتش دار الشروق إنت سرقت الأستاذ أحمد بهجت وأسرته فكرة لإن المؤلف المستفيد حقوق النشر,"['إنت', 'ماسرقتش', 'دار', 'الشروق', 'إنت', 'سرقت', 'الأستاذ', 'أحمد', 'بهجت', 'وأسرته', 'فكرة', 'لإن', 'المؤلف', 'المستفيد', 'حقوق', 'النشر']"
7019,"""ينشط السبع ونهاد المشنوق ليكونا عرابا التقارب حزب الله وسط حزب المستقبل""",1,ينشط السبع ونهاد المشنوق ليكونا عرابا التقارب حزب الله وسط حزب المستقبل,"['ينشط', 'السبع', 'ونهاد', 'المشنوق', 'ليكونا', 'عرابا', 'التقارب', 'حزب', 'الله', 'وسط', 'حزب', 'المستقبل']"
7020,حامد ابو حامد الاخت بتبوس ايد البابا بتهاجم وزير الداخلية وبتهدده بأمارة أيه بطوطة,-1,حامد ابو حامد الاخت بتبوس ايد البابا بتهاجم وزير الداخلية وبتهدده بأمارة أيه بطوطة,"['حامد', 'ابو', 'حامد', 'الاخت', 'بتبوس', 'ايد', 'البابا', 'بتهاجم', 'وزير', 'الداخلية', 'وبتهدده', 'بأمارة', 'أيه', 'بطوطة']"
7021,"""فيسبوك هيستوري دي هتبقي حاجه مرعبه كمان a0،e0 سنه .. تلاقي هيستوري بالبعد الزمني ده هيبقي الوضع مأسوي والله""",-1,فيسبوك هيستوري دي هتبقي حاجه مرعبه كمان سنه تلاقي هيستوري بالبعد الزمني ده هيبقي الوضع مأسوي والله,"['فيسبوك', 'هيستوري', 'دي', 'هتبقي', 'حاجه', 'مرعبه', 'كمان', 'سنه', 'تلاقي', 'هيستوري', 'بالبعد', 'الزمني', 'ده', 'هيبقي', 'الوضع', 'مأسوي', 'والله']"
7022,#بصـراحـه آلعمر حكاية واحده فقط نجد وطن حقيقي ومادونها مسرحيات متعدده نؤدي دورنا ببراعه,1,بصـراحـه آلعمر حكاية واحده فقط نجد وطن حقيقي ومادونها مسرحيات متعدده نؤدي دورنا ببراعه,"['بصـراحـه', 'آلعمر', 'حكاية', 'واحده', 'فقط', 'نجد', 'وطن', 'حقيقي', 'ومادونها', 'مسرحيات', 'متعدده', 'نؤدي', 'دورنا', 'ببراعه']"
7023,"""مورينيو يحارب ريال مدريد برشلونة صفقة جديدةالتفاصيل: https://t.co/bnUlydkhnBl#إبداع_الملاعب https://t.co/WqVXIyXWXi""",1,مورينيو يحارب ريال مدريد برشلونة صفقة جديدةالتفاصيل,"['مورينيو', 'يحارب', 'ريال', 'مدريد', 'برشلونة', 'صفقة', 'جديدةالتفاصيل']"
7024,"""اي انهاك..... حزب الله استعرض ارض #سوريا بالسلاح الثقيل مدرعات دبابات ناقلات جند فقط ينقصه الطائرات الحربيه… https://t.co/UkJNF1Ldrgh""",-1,اي انهاك حزب الله استعرض ارض سوريا بالسلاح الثقيل مدرعات دبابات ناقلات جند فقط ينقصه الطائرات الحربيه,"['اي', 'انهاك', 'حزب', 'الله', 'استعرض', 'ارض', 'سوريا', 'بالسلاح', 'الثقيل', 'مدرعات', 'دبابات', 'ناقلات', 'جند', 'فقط', 'ينقصه', 'الطائرات', 'الحربيه']"
7025,"""RT @forcabarca_ar: تصريح لفينغر :""ميسي لاعب بلاي ستيشن وحده يجعل الأشياء المستحيلة ممكنة"" https://t.co/IatrnanqVO""",1,تصريح لفينغر ميسي لاعب بلاي ستيشن وحده يجعل الأشياء المستحيلة ممكنة,"['تصريح', 'لفينغر', 'ميسي', 'لاعب', 'بلاي', 'ستيشن', 'وحده', 'يجعل', 'الأشياء', 'المستحيلة', 'ممكنة']"
7026,ملاحقة يوسف وزملائه الإعلاميين بتهم تعرفها الأنظمة الفاشية استمرار لممارسات قبيحة بائسة لإجهاض الثورة التغيير حتمي,-1,ملاحقة يوسف وزملائه الإعلاميين بتهم تعرفها الأنظمة الفاشية استمرار لممارسات قبيحة بائسة لإجهاض الثورة التغيير حتمي,"['ملاحقة', 'يوسف', 'وزملائه', 'الإعلاميين', 'بتهم', 'تعرفها', 'الأنظمة', 'الفاشية', 'استمرار', 'لممارسات', 'قبيحة', 'بائسة', 'لإجهاض', 'الثورة', 'التغيير', 'حتمي']"
7027,"""الهيئة الخيرية الإسلامية: رئيس مجلس الأمة تكفل بإجلاء عشرات الآلاف النازحين السوريين حلب مناطق سورية آمنةhttps://t.co/nQaTqNIcOt""",1,الهيئة الخيرية الإسلامية رئيس مجلس الأمة تكفل بإجلاء عشرات الآلاف النازحين السوريين حلب مناطق سورية آمنة,"['الهيئة', 'الخيرية', 'الإسلامية', 'رئيس', 'مجلس', 'الأمة', 'تكفل', 'بإجلاء', 'عشرات', 'الآلاف', 'النازحين', 'السوريين', 'حلب', 'مناطق', 'سورية', 'آمنة']"
7028,"""#شاهد مصلى البراق.. عبث الاحتلال يلغي التاريخ#القدس #المسجد_الأقصىhttps://t.co/eVikh1HmvXg https://t.co/gKjMyusHVj""",1,شاهد مصلى البراق عبث الاحتلال يلغي التاريخ القدس المسجد الأقصى,"['شاهد', 'مصلى', 'البراق', 'عبث', 'الاحتلال', 'يلغي', 'التاريخ', 'القدس', 'المسجد', 'الأقصى']"
7029,"""ديلان: زلت دهشة الفوز بجائزة نوبل https://t.co/ehgeeYsgMz#بوب_ديلان #جائزة_نوبل https://t.co/zfYghZAYcSh""",1,ديلان زلت دهشة الفوز بجائزة نوبل جائزة نوبل,"['ديلان', 'زلت', 'دهشة', 'الفوز', 'بجائزة', 'نوبل', 'جائزة', 'نوبل']"
7030,"""التميمي: مبادرة #كيري هدفها الإطاحة بالشرعية وتثبيت الانقلابhttps://t.co/khPfNjdyeRM""",-1,التميمي مبادرة كيري هدفها الإطاحة بالشرعية وتثبيت الانقلاب,"['التميمي', 'مبادرة', 'كيري', 'هدفها', 'الإطاحة', 'بالشرعية', 'وتثبيت', 'الانقلاب']"
7031,"""الأصول الفكرية للمناهج السلفيةعند شيخ الإسلام ابن تيميةخالد عبدالرحمن العك.#معرض_الكويت_الدولي_للكتاب.السعر (… https://t.co/FQT1khouiBtxx""",1,الأصول الفكرية للمناهج السلفيةعند شيخ الإسلام ابن تيميةخالد عبدالرحمن العك معرض الكويت الدولي للكتاب السعر,"['الأصول', 'الفكرية', 'للمناهج', 'السلفيةعند', 'شيخ', 'الإسلام', 'ابن', 'تيميةخالد', 'عبدالرحمن', 'العك', 'معرض', 'الكويت', 'الدولي', 'للكتاب', 'السعر']"
7032,"""RT @HA_alshami0kh: أهلنا #القلمون_الشرقي : أبشروا يسركم؛ فإن أبناءكم وإخوانكم المجاهدين يثخنون بعصابة #داعش قتلاً استئصالهم""بإذن…""",1,أهلنا القلمون الشرقي أبشروا يسركم فإن أبناءكم وإخوانكم المجاهدين يثخنون بعصابة داعش قتلا استئصالهم بإذن,"['أهلنا', 'القلمون', 'الشرقي', 'أبشروا', 'يسركم', 'فإن', 'أبناءكم', 'وإخوانكم', 'المجاهدين', 'يثخنون', 'بعصابة', 'داعش', 'قتلا', 'استئصالهم', 'بإذن']"
7033,"""ماذا قاطع العرب #الصين اقتصاديّا!هل ستقف بكين بشار وتمده بالمساعدات العسكرية حصل مؤخرًا(لمن لايعلم )!والفيتو الشعب السوري !""",-1,ماذا قاطع العرب الصين اقتصادي هل ستقف بكين بشار وتمده بالمساعدات العسكرية حصل مؤخر لمن لايعلم والفيتو الشعب السوري,"['ماذا', 'قاطع', 'العرب', 'الصين', 'اقتصادي', 'هل', 'ستقف', 'بكين', 'بشار', 'وتمده', 'بالمساعدات', 'العسكرية', 'حصل', 'مؤخر', 'لمن', 'لايعلم', 'والفيتو', 'الشعب', 'السوري']"
7034,تعريص #برهامي ووساخة حزبه والدعوة السفهية بدأوا دعموا #أبو_الفتوح مش حاجة مستجدة !,-1,تعريص برهامي ووساخة حزبه والدعوة السفهية بدأوا دعموا أبو الفتوح مش حاجة مستجدة,"['تعريص', 'برهامي', 'ووساخة', 'حزبه', 'والدعوة', 'السفهية', 'بدأوا', 'دعموا', 'أبو', 'الفتوح', 'مش', 'حاجة', 'مستجدة']"
7035,بنات مستحيل تحط صورها الفيس هيقتلوها تويتر عادي !! #الازدواجية اتحدث,-1,بنات مستحيل تحط صورها الفيس هيقتلوها تويتر عادي الازدواجية اتحدث,"['بنات', 'مستحيل', 'تحط', 'صورها', 'الفيس', 'هيقتلوها', 'تويتر', 'عادي', 'الازدواجية', 'اتحدث']"
7036,وزير البيادة نائم داخلها قرعة المونديال القاهرة وليست الاقصر الكذابون,-1,وزير البيادة نائم داخلها قرعة المونديال القاهرة وليست الاقصر الكذابون,"['وزير', 'البيادة', 'نائم', 'داخلها', 'قرعة', 'المونديال', 'القاهرة', 'وليست', 'الاقصر', 'الكذابون']"
7037,احترامنا للجميع لديه مشكلة صوت عاقل متزن كصوت __ لديه مشكلة حقيقية,1,احترامنا للجميع لديه مشكلة صوت عاقل متزن كصوت لديه مشكلة حقيقية,"['احترامنا', 'للجميع', 'لديه', 'مشكلة', 'صوت', 'عاقل', 'متزن', 'كصوت', 'لديه', 'مشكلة', 'حقيقية']"
7038,😘 انتِ قصة عشق يفهمها النجوانيون #هلا_فبراير #,1,انت قصة عشق يفهمها النجوانيون هلا فبراير,"['انت', 'قصة', 'عشق', 'يفهمها', 'النجوانيون', 'هلا', 'فبراير']"
7039,"""الحمد لله هزم حزب اليمين المتطرف النمسة 👏👏👏👏👏 https://t.co/jZNanr0fiV""",1,الحمد لله هزم حزب اليمين المتطرف النمسة,"['الحمد', 'لله', 'هزم', 'حزب', 'اليمين', 'المتطرف', 'النمسة']"
7040,"""لقاء جعجع والحريري بيت الوسط https://t.co/nVazuT1C0e https://t.co/ghmyBmsMZYi""",1,لقاء جعجع والحريري بيت الوسط,"['لقاء', 'جعجع', 'والحريري', 'بيت', 'الوسط']"
7041,"""_gh: #هلا_فبراير #اليسا روتانا مصريه :) الواحد مخنوق فرفش"" :-* ;-)",1,هلا فبراير اليسا روتانا مصريه الواحد مخنوق فرفش,"['هلا', 'فبراير', 'اليسا', 'روتانا', 'مصريه', 'الواحد', 'مخنوق', 'فرفش']"
7042,"""التقى الوزير #كيري العاهل المغربي، الملك محمد السادس، مشاركته مؤتمر الأطراف بشأن المناخ #COPaa انعق… https://t.co/xXmHTZkTn1""",1,التقى الوزير كيري العاهل المغربي الملك محمد السادس مشاركته مؤتمر الأطراف بشأن المناخ انعق,"['التقى', 'الوزير', 'كيري', 'العاهل', 'المغربي', 'الملك', 'محمد', 'السادس', 'مشاركته', 'مؤتمر', 'الأطراف', 'بشأن', 'المناخ', 'انعق']"
7043,"""ريكي مارتن يعجبني كلامه حسيته مقرف يلوع بالجبد😷""",-1,ريكي مارتن يعجبني كلامه حسيته مقرف يلوع بالجبد,"['ريكي', 'مارتن', 'يعجبني', 'كلامه', 'حسيته', 'مقرف', 'يلوع', 'بالجبد']"
7044,يجب نبدأ حملة توعية لحث الناس التصويت بكثرة لأن,1,يجب نبدأ حملة توعية لحث الناس التصويت بكثرة لأن,"['يجب', 'نبدأ', 'حملة', 'توعية', 'لحث', 'الناس', 'التصويت', 'بكثرة', 'لأن']"
7045,"""#معرض_الكويت_الدولي_للكتاب يستعرض جهود دارة الملك عبدالعزيز المحافظة مكتبات الأفراد https://t.co/Ml1vyjsBRD https://t.co/pHebtPxv1w""",1,معرض الكويت الدولي للكتاب يستعرض جهود دارة الملك عبدالعزيز المحافظة مكتبات الأفراد,"['معرض', 'الكويت', 'الدولي', 'للكتاب', 'يستعرض', 'جهود', 'دارة', 'الملك', 'عبدالعزيز', 'المحافظة', 'مكتبات', 'الأفراد']"
7046,#مصر يوجد خبر أسخف حل الإخوان جرى الانقلاب أسوأ كثيرا الحل ،البلاد بلا دستور قانون واختطف …,-1,مصر يوجد خبر أسخف حل الإخوان جرى الانقلاب أسوأ كثيرا الحل البلاد بلا دستور قانون واختطف,"['مصر', 'يوجد', 'خبر', 'أسخف', 'حل', 'الإخوان', 'جرى', 'الانقلاب', 'أسوأ', 'كثيرا', 'الحل', 'البلاد', 'بلا', 'دستور', 'قانون', 'واختطف']"
7047,"""تعبان دكتور عايز اتعالجهات فلوس علشان اقولك عندك ايه ١٠٠جروح هات الدواء ده المندوب هيطلتونا فرنسا نصرفه""",-1,تعبان دكتور عايز اتعالجهات فلوس علشان اقولك عندك ايه ١٠٠جروح هات الدواء ده المندوب هيطلتونا فرنسا نصرفه,"['تعبان', 'دكتور', 'عايز', 'اتعالجهات', 'فلوس', 'علشان', 'اقولك', 'عندك', 'ايه', '١٠٠جروح', 'هات', 'الدواء', 'ده', 'المندوب', 'هيطلتونا', 'فرنسا', 'نصرفه']"
7048,"""@meshaluk @m_altayer @spagov نزلت لمستواه الاعلام الغربي وغيره يراه ناطق رسمي""",-1,نزلت لمستواه الاعلام الغربي وغيره يراه ناطق رسمي,"['نزلت', 'لمستواه', 'الاعلام', 'الغربي', 'وغيره', 'يراه', 'ناطق', 'رسمي']"
7049,شكرًا جزيلا,1,شكر جزيلا,"['شكر', 'جزيلا']"
7050,"""مبادرة ""من انهاردة مصرى"" دعوة للتعريف بالمنتج المصرى بدل المستورد ومحاربة غلاء الاسعار#كل_يوم #ON_E #عمرو_اديبhttps://t.co/OLqUZlWvUw""",1,مبادرة من انهاردة مصرى دعوة للتعريف بالمنتج المصرى بدل المستورد ومحاربة غلاء الاسعار كل يوم عمرو اديب,"['مبادرة', 'من', 'انهاردة', 'مصرى', 'دعوة', 'للتعريف', 'بالمنتج', 'المصرى', 'بدل', 'المستورد', 'ومحاربة', 'غلاء', 'الاسعار', 'كل', 'يوم', 'عمرو', 'اديب']"
